,Unnamed: 0,Title,Opinion,Place,Gender,Age,Country,Date,Label
1610,1610,"""Con aroma a historia""","""La vibra al llegar es incomparable con otros sentimientos encontrados. Adicionalmente tendrás uno de los mejores paisajes de Guanajuato jamás creados, ver lo de noche es como unas luciérnagas en el suelo que no quieres que termine acompañado con unos puestos de venta de artesanías y un museo por $10 que no te dolerá el codo por entrar.""",Monumento Pípila,Male,56,México,07/11/2016,1
1027,1027,"""Edificio hermoso""","""Me gustó mucho su arquitectura, el mobiliario. La cercanía al Museo de Don Quijote de la Mancha y diversos puntos de interés.""",Teatro Juárez,Male,45,México,05/08/2013,1
3130,3130,Relajado,"Excelente lugar para caminar con los niños, hay varios restaurantes y bares, también encuentras guías para los recorridos por la ciudad",Jardín de la Unión,Male,-1,México,2019,1
1437,1437,"""Por 5ta vez y muy bueno""","""Muy bueno como siempre aunque ahora no nos tocó guía pero nunca falta la gente que nos dijera.Pero como siempre muy limpio, súper rápido el acceso y las filas si van a Guanajuto no dejen de visitar, está súper y muy histórico.""",Museo de las Momias,Male,27,México,18/10/2016,1
736,736,"""Por conocer su arquitectura""","""Este mercado no difiere nada de cualquier mercada que podemos encontrar en nuestras ciudades de origen sin embargo es recomendable conocerlo por su arquitectura, fue pensado para una estacion de tren en su momento, fue restaurado y bien vale la pena visitarlo por la condicion que guarda.""",Mercado Hidalgo,Female,45,México,02/10/2017,0
1106,1106,Una Experiencia Imperdible,"r a Guanajuato y perderse este museo es imperdonable. El precio de entrada es justo para la exhibición tan interesante de los tipos de momias y la mayoría con historia de su vida. Me parece exagerado qué te cobren por poder tomar fotos, pero bueno. Entiendo qué es un lugar turístico y al entrar te pasan a una sala audiovisual donde un video te explica de grosso modo la historia del museo y sus ocupantes, pero al salir de la sala te intercepta un guía para que te explique la historia de cada personaje por una propina, cosa que no creo necesario. Pero en general buena experiencia",Museo de las Momias,Male,-1,N/I,2018,1
3533,3533,"""Un lugar mágico""","""Es un lugar que debes de visitar si estás en Guanajuato, por las noches hay mariachi y grupos norteños, ademas los restaurantes que se encuentran en este jardín ofrecen cenas muy ricas y a un precio accesible.""",Jardín de la Unión,Male,-1,México,02/11/2016,1
4069,4069,"""Vacaciones""","""Un lugar que al principio empiezas a ver como algo sencillo, pero conforme vas avanzando y empiezas a observar los tipos de momias se empieza a poner la piel chinita, lo recomiendo.""",Museo de las Momias,Female,-1,España,25/12/2016,1
3575,3575,"""Bonito Bohemio""","""El jardin muy bonito, aunque algo sucio ya en las noches. Los restaurantes de alrededor algo caros. Y la comida no es tan buena. En la noche hay musica se pone bonito. Ideal para recorrerlo en el dia y en la noche.""",Jardín de la Unión,Female,-1,Argentina,01/07/2014,1
2177,2177,"""Tienes que visitarlo para decir que fuiste a Guanajuato""","""Es un lugar muy lindo, y justamente en el callejón siempre hay gente, en ocasiones hay fila para tomarte la foto de recuerdo con el típico beso para las parejas. En lo personal creo que estas pequeñas cosas hacen Guanajuato y solo por eso es un lugar imperdible.""",Callejón del Beso,Female,22,México,27/12/2017,1
3671,3671,"""Interesante""","""Ultimámente las momias tambien tienen giras artísticas, pero de aquí es donde las mantienen la mayoría del tiempo.""",Museo de las Momias,Female,19,México,03/04/2017,1
1905,1905,"""Miedo""","""No puedes perderte el visitar a las momias de Guanajuato, están geniales, te cuentan la historia de cada una de ellas, de que manera fueron encontradas, y además hasta un dulce de recuerdo te puedes llevar, tu momia de charamusca.""",Museo de las Momias,Female,27,Colombia,09/07/2015,1
3693,3693,"""Ir de noche es lo más bonito""","""Aprecias más Guanajuato de noche, las luces, no se hacen del lugar algo más atractivo, escuchar la historia completa del Pípila estando ahí obvio te hace apreciarlo más.""",Monumento Pípila,Female,43,México,27/03/2017,1
3534,3534,"""El mejor teatro de la era porfiriana""","""Esta es una edificación porfiriana impresionante y fastuosa, entrar te transporta a una época llena de lujos, desde el exterior con sus musas, hasta los más mínimos detalles en el interior te deslumbraran por su opulencia, vale lo que te cobra y vale tomarle fotos, es simplemente una obra arquitectonica mexicana sin igual.""",Teatro Juárez,Male,66,México,08/07/2015,1
3458,3458,"""Primera vez""","""Es mi primera vez en este museo y me agradó bastante, un poco pequeño y rápido de recorrer. Hay una persona que te explica a grandes rasgos en que consiste el museo y al entrar hay un video de introducción, muy recomendable.""",Museo de las Momias,Male,41,México,20/10/2016,1
1068,1068,"Impresionanti, con niños hay que prepararlos","Fuimos mi sra y yo con mis niñas de 4 y 5 años, estaban emocionadas por conocer las momias y las preparamos para que no fuera un problema de pesadillas con ellas. Recomiendo ir con algún guía de turista para que les explique la historia de alguna de ellas, vale la pena",Museo de las Momias,Male,-1,N/I,2019,1
1598,1598,"""Interesante""","""La universidad está en el centro de la ciudad, debido a que en esta ciudad te tienes que olvidar del automóvil y tienes que visitarla caminando por muchos de sus callejones, te vas a encontrar con la universidad y es obligado la foto sentado en sus escalones con el fondo de la universidad. Como dato curioso, el centro de Guanajuato no tiene semáforos.""",Universidad de Guanajuato,Male,57,México,30/04/2016,1
2374,2374,"""Por fuera vale la pena""","""Es un espacio de mucho interés para caminarlo, tomar fotografías.... ahí mismo hay galerias y museos, como el alfredo dugés de naturaleza.""",Universidad de Guanajuato,Male,31,México,26/01/2016,1
3958,3958,"""Hermoso de día y de noche""","""Aunque no entre por fuera es bellísimo y de noche lo es aún más, ahí afuera empieza la callejoneada creo que tenía que haber entrado.""",Teatro Juárez,Female,18,México,04/04/2015,1
2665,2665,"""Historia viva""","""Sin duda un excelente lugar donde la historia que aprendiste a través de los libros de texto se vuelve real al poder visitar un lugar como este.""",Alhóndiga,Female,32,México,20/07/2015,1
4160,4160,"""Visita obligada""","""Sitio obligado a visitar por encontrarse rodeado de lugares hermosos y tipicos de Guanajuato como es el teatro Juarez y los restaurants con excelente servicio y comida.""",Jardín de la Unión,Female,-1,México,18/12/2015,1
2520,2520,"""De los más hermosos del mundo""","""Un espacio arquitectónico fuera de serie, bien conservado, precio razonable, es una visita obligada si uno va a Guanajuto. Lástima de personal, poco amable.""",Teatro Juárez,Female,40,Estados Unidos,13/05/2012,1
3980,3980,"""¡Tesoro de la nación!""","""Como destino turístico es una ciudad que ofrece mucho: atractivos culturales (de valor histórico para nuestro país), gastronómicos, arquitectónicos (sobre todo) naturales. Vías de acceso rápidas (autopistas, carreteras federales); una ciudad preparada para el turismo por la oferta en hospedaje para todos los monederos. Recorrer sus calles ya es una experiencia diferente, su centro histórico lo vuelve único con edificios históricos coloniales, calles adoquinadas, jardines, plazas; vistas de edificios que te cortan la respiración. Vale la pena visitar una plazoleta en la que encontraras comida de todo tipo. Visita una mina. Visita los museos. Entiendo perfectamente porque Gto fue la fuente constante de inspiración de José Alfredo Jiménez. Sí estás en esa etapa y en él lugar donde ""la vida no vale nada"", prueba sus cervezas artesanales... ayudarán a sobrellevarlo ;) """,Teatro Juárez,Male,38,México,15/03/2017,1
2677,2677,"""Lugar familiar y recuerdos""","""Definitivamente un lugar con mucha actividad sobretodo después de las 6pm. Puedes comer, tomar un café , platicar, descansar, bolear tu calzado, pero lo mejor observa como la gente convive en un marco de tranquilidad y paz.""",Jardín de la Unión,Male,-1,Chile,29/12/2015,1
2639,2639,"""Buena vista""","""Una de las mejores vistas de Guanajuato es desde aquí, donde se aprecia la ciudad completa. Y el monumento esta muy bonito.""",Monumento Pípila,Male,49,Estados Unidos,02/03/2015,1
1918,1918,"""¡Muy buena panorámica de la ciudad!""","""Puedes subir caminando (como 10 minutos o 15) o en funicular (creo que fueron 25 pesos mexicanos). Arriba encuentras la estatua del personaje Pípila, importante para la independencia. Recomendable volver a subir en la noche para la panorámica.""",Monumento Pípila,Male,37,Costa Rica,06/09/2016,1
690,690,"""Monumento muy bonito pero mal cuidado""","""Este imponente monumento a un personaje tan importante en el estado esta en malas condiciones, hay mucho ambulantaje, el área está sucia, el tráfico es desquiciante, pero sobre todo los vendedores más que insistentes, esto debería ser más cuidado por las autoridades.""",Monumento Pípila,Male,35,México,10/09/2011,0
1295,1295,Lugar que no debes perderte,Imponente construcción encontraras al visitar esta reconocida Universidad. Observa la fachada desde varios puntos y encontraras detalles en su construcción que te maravillaran.,Universidad de Guanajuato,Male,-1,México,2019,1
3827,3827,"""No entrar significa no haber ido a Guanajuato""","""La fachada del teatro, su arquitectura, sus columnas y sus estatuas son magnificas, excelente edificio colonial de estilo morisco en el interior, hay excelentes guías y el teatro encierra grandes historias, el acceso cuesta 40 pesos y vale la pena pagarlos, se pueden tomar fotos, PERO SIN FLASH.""",Teatro Juárez,Male,56,México,10/01/2013,1
3217,3217,"""Imprescindible visitarlo""","""Uno de los más bonitos teatros de México, lleno de historia y excelente para admirar obras de teatro y recitales.""",Teatro Juárez,Male,24,México,02/10/2015,1
3585,3585,"""Pintoresco y lleno de vida""","""Los dias que nos quedamos estaban llenos de vida y color por el festival de las flores que, al parecer, es la fiesta mas importante de la ciudad. El jardín está limpio y siempre bien arreglado. Rodeado por restaurants y cafes muy pintorescos, aunque la comida no siempre es la mejor y el precio es alto, es una Buena opción para unos tragos y Buena compañia""",Jardín de la Unión,Male,30,México,22/07/2014,1
4068,4068,"""EXCELENTE OPCION DE VISITA""","""El teatro es bellísimo, y la oportundad de visitarlo muy buena opción para conocerlo, en caso de que vayamos con tiempo limitado y no podamos asistir a una obra.""",Teatro Juárez,Male,57,México,30/04/2014,1
1973,1973,"""Muy lindo""","""Es lindo ir, es una parada de Guanajuato muy rápida y si vas con tu pareja tómate la foto y el beso.""",Callejón del Beso,Female,28,México,24/06/2017,1
2053,2053,"""BUEN MUSEO, NADA DE TITULOS""","""Hace falta que pongan letreros explicando fotos, cuadros, etc., el museo genial, pero incompletas las explicaciones. El personal súper amable y colaborativo.""",Casa de Diego Rivera,Female,44,México,30/04/2014,1
1659,1659,"""Callejoneada""","""No puedes irte a visitar Guanajuato sin pasar por la callejoenada y sus historia en el callejón del beso.""",Callejón del Beso,Male,20,México,29/10/2012,1
3616,3616,"""¡Toda una belleza!""","""Su arquitectura es fascinante, sus patios y museo son encantadores. Ir a Guanajuato y no haber visitado la universidad, ¡es como no haber ido del todo!""",Universidad de Guanajuato,Female,31,México,23/08/2017,1
2794,2794,"""Obligada visita""","""Si has llegado a la ciudad de guanajuato, sin duda alguna irás a este sitio, ubicado frente al majestuoso Teatro Juárez. En el jardín encontrarás muchos bares y restaurantes. La música en este lugar siempre está presente . Es un punto de reunión en todo momento . Muy agradable para visitar.""",Jardín de la Unión,Male,32,México,18/03/2018,1
2863,2863,"""Interesante""","""Los cuerpos conservados son una atracción natural de Guanajuato, son pocos los lugares que cuentan con algo así.""",Museo de las Momias,Male,28,Perú,05/08/2016,1
