,Title,Opinion,Place,Gender,Age,Country,Date,Label
93,"""Buena atracción, pero los guías lo fastidiaban""","""Es por demás interesante conocer la manera en que las momias se formaban por las condiciones naturales de los suelos de Guanajuato, algunas de las momias tienen su propia historia (probablemente inventadas para entretener al turista) Lo que si deja mucho mucho que desear es la manera en como los guías de turistas casi te obligan a estacionarte lejos del museo con el fin de que pases todo el tianguis que tienen por el camino y compres artesanías, y en algunas ocasiones casi te obligaban a pararte en ciertos puestos (en donde evidentemente tenían convenio $) para que les consumieras. Ya al finalizar el recorrido en el museo le di al guía 20$ de propina 'voluntaria' Y me hizo una cara de '¿En serio?, esto es mi propina?'... Definitivamente si hay una segunda vez no tomaré ningún tour, y definitivamente no volveré a ese museo.""",Museo de las Momias,Male,18,México,04/01/2015,0
94,"""Esperaba más""","""Si te gusta el arte. Te va a gustar. Si esperas algo de historia del pintor. Te queda a deber. Si llevas niños es un lugar aburrido para ellos.""",Casa de Diego Rivera,Male,37,México,29/11/2015,0
95,"""Bello edificio""","""Se supone que seria una estscion de trenes pero termino en mercado. Encuentras comida local y muchis comercios pequeños. Comimos barbacoa pero no fue nada excepcional (fue en uno de los muchos lugares de comida al interior del mercado).""",Mercado Hidalgo,Male,53,México,20/09/2015,0
96,"""Romeo y Julieta a la Mexicana""","""Es un sitio turístico con leyenda local. pero abarrotado de personas que te quieren contar su historia por unos cuantos pesos que después cada uno la cuenta diferente.""",Callejón del Beso,Male,36,México,19/08/2016,0
97,"""La mejor vista de Guanajuato""","""El monumento al Pípila es grande y bonito, se aprecia desde la ciudad de Guanajuato. ¡Me encantó mucho!""",Monumento Pípila,Female,50,México,03/06/2017,0
98,"""Interesante""","""Interesante museo aunque un poco pequeño, vale la pena ir para conocer y observar las momias, cuenta con estacionamiento y está el servicio del guía que es de coloración voluntaria.""",Museo de las Momias,Male,31,México,11/09/2016,0
99,RECIDENCIA DE ALGUIEN QUE APENAS VIVIO HAY,"En el museo hay habitaciones donde se alojo Diego Rivera así como unos bocetos de sus cuadros, pero no obras famosas, si te gusta ir a museos es fácil de recorrer, pero si llevas expectativas altas sobre encontrar mucho estarás defraudado.",Casa de Diego Rivera,Female,-1,México,2018,0
100,"""BIEN PARA CONOCER, NADA MÁS""","""Este monumento es parte de la historia y es bueno ir a conocer, solamente que el dia que fuimos estaba en remodelación y no pudimos verlo completo.""",Monumento Pípila,Male,49,México,21/02/2018,0
101,Esperaba más,El museo me pareció poco publicitado y muy solitario. La casa es hermosa pero la obra expuesta no me encantó. Los empleados no se esmeran en hacer de la visita algo especial.,Casa de Diego Rivera,Female,-1,México,2019,0
102,"""Visita""","""Rápida y sólo para necrofilicos. La museografía luce tétrica y hasta grotesca. Los guías dan información importante pero deberían ser más sensibles al dar la información advirtiendo a la persona sobre lo que van a ver y dejar al último sobre el número de años que estuvieron enterrados los cadáveres.""",Museo de las Momias,Male,60,Perú,07/04/2018,0
103,"""¡ATASCADO!""","""Es una atracción pues bonita, pero lo malo es que es muy estrecho y llevan a todos los turistas al famoso callejón, obviamente toda la gente y los amontonamientos le quitan todo lo romántico al callejón.""",Callejón del Beso,Female,35,México,08/04/2015,0
104,"""Bonito""","""Por lo que entiendo esta es una parada obligada en la ciudad, pero hay demasiada gente y ni siquiera puedes tomarte una foto con calma porque el espacio obviamente es demasiado angosto. Sugiero que busquen el tiempo de ir muy temprano o muy tarde o bien que sean muy pacientes.""",Callejón del Beso,Male,33,Estados Unidos,01/08/2017,0
105,"""Interesante""","""Para aquellos que aprecian el arte de Diego Rivera es fundamental conocer el museo para poder entender su pensamiento y sus obras.""",Casa de Diego Rivera,Female,36,Argentina,21/09/2014,0
106,"""Tradicional""","""No le hagan mucho caso a la leyenda. Pero ya es toda una tradición acudir a darse un beso en el tercer escalón.""",Callejón del Beso,Male,47,México,28/12/2016,0
107,"""Vendedores por todos lados""","""Todo mundo te quiere vender el 'contarte la historia' 'tomarte la foto' o 'el candado del balcón' y es muy incómodo estar aguantando a los vendedores, fuera de eso es un callejón bonito.""",Callejón del Beso,Male,24,México,16/07/2017,0
108,"""De compras""","""La verdad al museo no entre, es demasiada gente deberían de dar proridad buscar la forma que los que venimos en tours entremos más rápido para que tengamos más tiempo ya que de todos los que veniamos en la pesera solo entraron 4 y eramos 14 y nos tuvimos que esperar así que me la pase de compras hay lugares con buenos precios un local vendía artículos de piel y hay unos que venden dulces y ahí encontré unos chocolates se llaman Pedos de monja, yo ya los conocía pero quien no los conozca pruebelos son caros pero valen la pena son muy especiales.""",Museo de las Momias,Female,42,México,08/08/2017,0
109,"""Para el beso y salir rápido""","""Un lugar icónico por la leyenda del famoso beso, visita necesaria para el beso si vas en pareja; en mi opinión un lugar sucio y con decenas de personas que te quieren contar la historia.""",Callejón del Beso,Male,41,México,26/08/2015,0
110,"""Un beso más…""","""Clásico callejón del beso en Guanajuato, está padre para la foto del recuerdo. Al llegar regularmente hay alguien q te cuenta la historia del callejón y por q es tan famoso, en días festivos ( Semana Santa) llega a haber cola para la foto en el dichoso callejón.""",Callejón del Beso,Male,-1,México,18/04/2017,0
111,"""Regulación por favor""","""Necesitan regular, en serio, urgentemente: 1. Músicos cantineros (gruperos y mariachis? 2. Vendedores de callejoneadas (tunas y estudiantinas) El asedio a los turistas es agobiante, y la música en restaurantes y bares, estridente.""",Jardín de la Unión,Male,28,Estados Unidos,29/04/2017,0
112,"""Sobrevalorado""","""En mi opinión hay mil cosas más interesantes que hacer en Guanajuato, pero como es tan tradicional y ante la insistencia de mí esposo decidimos visitarlo. Como fuimos en temporada baja no había nada de fila, pagamos rápido y entramos. Y cuando las vi caí en cuenta que eso que todos veían con asombro eran personas muertas, o sea lo sabes, pero cuando llegas, lo sientes... Y lo peor es cuando llegas con las momias infantes, te invade una tristeza... No lo volvería a visitar, pero tampoco les quito la intención, nomás vayan para que no les platiquen...""",Museo de las Momias,Female,37,México,20/04/2016,0
113,"""Temática interesante/Museo incompleto""","""Fue muy decepcionante. La temática es súper interesante y es una lástima que no se invierta en la estructura del lugar. También hace falta más información sobre las momias, su descubrimiento, las condiciones del lugar donde originalmente se encontraba, el proceso de momificación natural, etc. Deberían invertir en mejorar este museo y hacerlo más informativo, que se pueda aprender sobre la descomposición del cuerpo humano y sobre la vida en la época en la que los difuntos vivieron, no sólo exponer cuerpos momificados para el morbo de la gente y ya. Y por favor, que le digan a los vendedores que se paran junto a la tienda del museo que no sean tan vulgares, por que cuando fui al baño y me vieron esperando afuera de las instalaciones dijeron cosas asquerosas sobre cómo serían mis genitales y de lo mucho que disfrutarían haciéndome no sé qué. ¡POR DIOS, qué estupidez y qué incómodo! Que los calmen o que de plano los quiten de ahí.""",Museo de las Momias,Female,34,Alemania,07/07/2015,0
114,"""Es interesante""","""Por fuera se ve como un gran edificio con una estructura que enseguida te atrapa, por dentro es un poco decepcionante, la parte baja es como cualquier otro Mercado del país, la parte alta tiene algunos locales donde encontraras algunos artículos para turistas desde dulces hasta ropa y juguetes.""",Mercado Hidalgo,Male,23,México,06/06/2016,0
115,"""Pequeño y diferente museo""","""Este es un pequeño museo que te permite observar varios cuerpos momificados. Al inicio hay un breve video que explica lo más básico del museo, luego inicia el recorrido, que a veces es confuso pues no existen señalamientos que indiquen el orden a seguir. En algunas vitrinas hay explicaciones y en otras sólo los nombres de las momias. Parecería que hay pocas momias, pero creo que son suficientes, ya que después de ver varias, no hay gran interés en seguir con lo mismo. El llamado 'pasillo de la muerte' está muy descuidado y no es interesante. Creo que el precio es alto para lo que ofrece el museo. Y además la entrada al baño tiene un costo extra. Pero a pesar de todo, se puede considerar un museo interesante, pues permite tener una idea muy ilustrativa de lo que es un cuerpo momificado. Si no llevas grandes expectativas, seguro lo disfrutarás.""",Museo de las Momias,Male,31,México,13/02/2015,0
116,"""Regular""","""Se encuentra ya muy descuidado el museo, necesita una remodelación urgente. El costo que se paga no es tan barato para lo que realmente es. Además ya sólo esta la mitad de las momias porque las demás están en otro museo.""",Museo de las Momias,Female,54,México,03/11/2015,0
117,"""Pasaron sus mejores épocas""","""Nada fuera de lo común. Dejó de tener ese encanto que solía sentirse. Si no lo visitas, no pasa absolutamente nada.""",Callejón del Beso,Female,46,México,05/01/2016,0
118,"""Macabro, pero visitabe""","""La situación de la tierra el bajío preservó estos cadáveres que pueden verse momificados en estado natural. Si te gusta lo macabro, puedes visitarlo; es una curiosidad de la ciudad, pero no es tan agradable, sobre todo si eres impresionable.""",Museo de las Momias,Male,41,México,17/11/2015,0
119,Cerrado los 19 de Marzo,"Otra visita a este lugar y cerrado, por el 19 marzo lunes, por el puente del 21 de marzo. Turistas no importán. Muy mal.",Casa de Diego Rivera,Male,-1,México,2018,0
120,Tradicional,"Vayan al tradicional callejon del beso con tu pareja y tómate la 
foto Visita obligada y muy agradable. Totalmente familiar",Callejón del Beso,Male,-1,México,2018,0
121,Museo de las momias,"El museo es interesante aunque resulta muy impresionante observar cadáveres en vitrinas de distintas edades, inclusive niños y fetos. Recomendable para quien considere interesante lo anterior",Museo de las Momias,Female,-1,N/I,2018,0
122,"""Bueno""","""Escucho que mucha gente se queja de lo poco que ofrece y las largas filas que se hacen, no me quejo de ninguna de las dos, la primera porque ofrecen exactamente lo qué hay y si tienes tiempo, puedes complementarlo con un paseo por el cementerio, en mi caso me hubiera encantado que así fuera. Desgraciadamente yo no contaba con el. En cuanto al segundo, pude contar con la fortuna de tener apenas tres minutos en la fila.""",Museo de las Momias,Female,23,México,13/08/2017,0
123,"Cierto interés, a secas","Tiene cierto interés, pero es cierto que impacta en corazones sensibles. Yo había visto las momias de Atacama, de hace varios siglos, pero estas son demasiado modernas. De hecho se conoce la identidad de la mayoría y eso impresiona. La curiosidad es que son las condiciones ambientales únicas de la zona las que han propiciado un proceso de momificación no buscado. Impresiona también ver que algunas todavía conservan dientes y pelos. Se puede subir en autobús y bajar caminando y disfrutando de las vistas y de barrios menos turísticos. Cuesta 50 pesos y 20 más si se quieren hacer fotos no profesionales",Museo de las Momias,Female,-1,España,2018,0
